NU_INSCRICAO,NU_NOTA_MT
265cd7befa74a9f2a198fc57baec9858075f8419,460.5174601870956
6f9ac44919bbd204e0ef15185388fd2d4bc61253,512.6971817335132
78de1ee60b55766cc3eba4089e36c57139b66ebd,463.1176102649071
24550edb10f283ef4e953fd6a8fedbfa211bd456,49.632426941570465
1e61a474acdc043eb39a89c17fab34bd2ea1a940,445.8472897462719
940af68ded6af2875708611051aa7ff3f134d80b,503.69894792000656
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,507.368794771999
c76ddf6e9f80984e901b12f9462a3cf029bea290,547.0566875471677
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,465.49910646110925
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,414.2360767703639
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,395.56693751740966
92823d467a2ced9529801e0e8a94802dd88f0c17,422.11085651188
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,594.4898871507114
413cbb38b2e2522f8167ffb9daeac1347b281393,493.4791413831879
68985fad004092956a4b4ce94dd53dc76d07eaf7,475.37568597708724
bdca9aeb19521675af15f2c28d86f6bebc45a834,474.0061456482575
b65b19d42b7a4b644fe9f99366dcb37b120862d9,407.0660408991673
eda898aa8ec465cbac70de72ead0c6d688e5f95a,446.86272194310664
5357b6c09be4c7f3829b72f80de846a9228253cb,66.70948419842244
8d5c4481d736f6ce27976e400f4245bf10757608,405.0955650792726
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,77.57864875697305
089613ac7dca24109f84c72a97c83b2768b1df1c,58.16535426999555
527773409bf373301dbd835e59a263c035c043b8,54.46746562508239
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,52.68697135473779
c4cea54435c0fd0e171eed4c215479bb3ca86113,429.38704752908865
7d5cd89c6112b9a202a025a24355135bc60848c6,469.4812880620188
b70ab62384aa80545928a311f5b5d3db2f4d87ee,553.8447868519249
c96431dd924f366d2229a7f1455388b8cd85be49,574.3422358305617
1b72da5bb82cc150ecfe71218c02f155d694230b,48.98902319593067
e429507efe1c2680cc464481850117d17083cd88,75.17948142459466
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,430.3646000118842
e724482370ae6126008ade80b564ad8d8a0a7cbd,452.7261580506349
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,592.3392823997469
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,57.246106851971895
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,501.02800058852364
7f898f8939ae054359f83ee154bb91bc7dd2c959,529.3185021056513
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,466.7201903968598
82e3b12c6366008fabc238f299f117074e78de5d,396.1060219480778
0d838be0e718ceb786cdb10fcc12559e00440240,517.4091375143314
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,457.04491811274704
5a9d89465845ac2d81366275cbb1a81d627efd36,56.47231504710877
c83fe640ba466ba904ac1055e53a875289888797,435.18762555734423
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,477.7778154711307
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,383.7884706831583
328639a0c753715c30a58bae70c82f2101153eb3,425.7469126969985
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,66.59653330315679
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,533.4186218271265
f56746cc2900258507d2b32c126f8db090db856f,458.26134840194084
1a4963b5fea8bb25c67750cdafbe84b01efad177,408.83215144015213
b520c940e62f4ed684417e7eacf00d85752060da,486.171500849023
2e170cf2651ed448991af6fc5df15167733b2d8f,511.56433713924343
6efdd93a0ae289be6bb5a400bfc1deb077d75886,400.52415053949414
72ac2acc787d8cba0934cca3810ac091d792c8db,500.38873947226676
92a25eee14554806f081869cc9dac868fd1860fb,422.7392839409795
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,411.5041801666572
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,466.0758105884168
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,609.0407879627328
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,426.67553489395794
1730807e4916c5f7e8ab21e02ac5657bcea3e732,102.7672966335495
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,473.1215297357798
1a46d99716282410d1170f0f35069b34e34415d4,469.2883719144281
0467e022da4ef897f666bc76f31e1bc8976f7e92,499.67954906657843
993aca0d5eac6741117947c82a3647102096255e,451.5474435607883
94c96ade6ade21deb080bba6aad537fc4f195d47,476.61769230084235
36bb672077a46a3e4755cef90437a616d28bdf23,429.9254167432445
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,394.4476381838997
328ca19128d276eb4fbc309c54ec7f346c803d2f,735.9611684822096
27cdb62f0a2a5467efeb30aafbf246ed2320c532,416.87161767883106
c52cae37c3653620bbec72264c502f45ca2a8671,62.64651498572703
f9ef2695eb0986666093945894b8f2fee351bf22,526.3710474583179
2178c497293d0cab01ce74f5105b1a398fb12d8e,51.8901258018694
e21faa0c07406dde71ec02f266b19b314ba8b0e2,79.82738258119346
8a021391cdaac100dab56c59284bd50137a74129,556.6256328073807
12ee0df69325d97cb95404958c4acf4112aeab8a,90.17718218704252
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,489.26230372635
66cf0f8b5af2466f9616fd15c0c10344df84982a,152.99878085846967
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,449.74974528814187
60edc5708acd60680891ea15379dd07c7a5924ff,50.92288062497222
b9f786712775e0d1d735398d710b01f404c985a3,385.9844489528306
564958997e204bda06fbe90afc4722805c78a855,573.7956052964048
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,415.3052019653302
527098f4ee3ceb5c393981930d23b8fe154f4db9,40.99473809898229
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,499.7289014591916
8296743fdd105ce9183561cf5b359b0a3781465e,432.8713545460154
a3b79e8c739832c77df2ba6bcdb23a7518155a33,78.24443522508442
6602c7f15a1fdd082265b64976448c6809df792d,484.15842684486563
31ae66f0fe024acae4490915c348e487f2367574,508.13835337437575
81901aa980653106e64863d957387d24e2c00af3,420.2975278115555
28e10d1bd0b6effe0edd503446ebda948ad240ad,428.79077106830135
53a7ee52a87f80241e2ca13c923e06b72bf3a059,421.38894791618236
50be5f75fdaedae454b0c3d63b7277854bd08d8f,381.03693737008984
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,68.70326950990562
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,558.5690377737243
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,60.52490822156613
02681b5c893b94db204713cb4b20dde6fc3f2f95,511.25515422430726
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,399.69710652879655
829dd51f77f3ae74c2216de2d86139bd0a03367c,84.63478000584934
28c6829e69879bc1d34db1cd51b89562d3cc596b,497.3284242455076
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,469.9106831675782
96715a069fbcb2e84b26a01563921962ccc4601e,89.06290641227406
923538833160e8432636c88e8119378a43b3d766,443.12799524845775
aacb834258765a2959ee63c57d2be4923d11a696,442.90904904070237
c32e484025571dd94255a77f21de08ab8d2aaba8,482.97937179356
d425deeec0a3c7006f14d732eff8933d5155067f,459.45049784811874
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,470.01760604722347
716a178e9a6f7791b820da77879943ac9040a547,485.7957029614714
430212cd8767ef2bff8cda0f61729203fef7523e,405.48952708346485
e97d33221238e445688a0e984778d4ecac788be2,498.37813451950865
695c9481580951d830c4431fc6c9dee778ba9ca1,90.49970937021567
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,512.4290160264993
0411742cbb54fe1b6927b25f0bb52b885828c828,446.15618758717306
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,390.8607481976097
bc40729846bf209b06e2a9a890e01d4e6780f5b4,86.23217832390975
e4e7a38b58319ad0a5cde4848622b21783c907e9,495.00363678659545
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,562.9064918825733
aec1b63c3f0c9554e533752d8fe138ca82101d4a,425.6429720358557
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,497.7720102636819
4b48d500ba4410546ce01f7f6d44bcbafa73994f,402.4216522160317
edf33c347c866d26872f540bcc1f6ae415f3294c,469.85617595704906
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,567.7403414909973
3a265ea6ebdc4eb2520db912adf5592f03b3d634,412.6991753986903
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,71.88775781053018
0ade5488fd62db34c11a369bdbb4327faacc1635,85.98044110152622
e418fbb77e6ff4103205f3b7f6a66d53183d809b,474.67611965689645
8ddbfe70cd41135cb6f125335a48d100789edbf7,385.5411435079619
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,75.21150656373482
1d3e406d0223d4cb0328850d689ba9fcadf62776,441.2573398397902
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,39.617351010914945
ecaf075653faf2dcdf946c0ce50629f5083347c0,431.3108417595843
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,480.49375282638056
d43894c5e83bb3a7e5000636295b0b050de19309,56.03687287554895
5b7877d12550dd35d27a02b66a13f2a27bce11ca,464.30515023495855
18f800ec03e33ebad5fb97aa8465dd3e5961337e,448.3160986195257
bb39cc6296f2c9da3963994899c5c34b50965720,68.42877458783319
76facda8958cbaf5dba09a4d35d3b4de7596a49d,51.44640500289131
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,518.3542361611837
e887be276bf553575b20ed1a0de8833d9cb7e247,84.23930005241029
cc8794762ffa592758b5117d67e0d02e2e8b9c49,535.4346891547781
894d277c608610fa8c31db531f64582b9569b2e9,451.84521986442195
b2e029961aa0f20071b74708e0d97e6f200ec582,446.87315601477223
12c7d85e168b09a0278df140a22bcb0052a59b0a,420.4282218046401
64c4892488a9c6281bdabf467a0b5a6382d248e6,487.44512093528925
944e790f6e64eccf6df361247858165f17dd7abb,92.89870676867679
ac112e94587e6e4249b7182329ee5a5040ae94ea,543.5695464212076
a58cf11e498228f9aaca92b0c49f955a6163fb59,449.1288040821594
e8c84701c041b7f3b39f3125a0449fa633589fbe,495.55890803580337
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,549.1906568153614
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,51.61641086675575
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,430.1642368116865
e64ad901853230e396be49311ea98121c348fac6,495.46611848608774
8532af19be3729ea233c1f29e4c015820fc7fb3a,482.99875188704
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,442.42351755253554
26853fd075fe27954772c3070997635b94f32b83,410.6347692717548
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,544.088347024435
574ec310dee846f9ae8eb278480257d463f6fbcc,480.9554366842799
ebb32b8df4ff9b202ba904f310724ce230cb4305,79.73379862245915
8a46e35787225c3e7adef2b998ad9c93a952106b,518.169646957633
b62bf908b504e8c6898777a7f5b88afed358caea,432.4371097967079
10d22971ca4f53fc62d02905809ff1c37fbb68fc,625.5775418509221
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,446.77654517743815
cad47b624b484cb16291449cee30707a46c20199,84.00066553930779
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,590.4761586592934
bb6c0df09cb6663f142ce6da382b804353453af2,69.66419886854624
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,441.1600947595461
7bd0affe1bdd3681a0faecd80a3d48c023b986de,98.98059130883476
d76614020539405f481c0f5ffb9e6f88a0bf21b7,420.1896880779971
5ce2df96a99343819ead41bf242044177439696d,55.19560122331099
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,61.92156089114519
a9216c3fc0c0bf14cda0ca26a71c205458b74896,45.63826796140685
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,511.72291170822916
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,447.27433680081714
176b027cd932b17fcb6f119cfcef338a175062b8,382.58265825934427
41474f2dda61d97f38ba79906d3dbcce223d1bd1,485.67082883071663
421eb738f9e2ea73e5f4227c915762d6421102ac,101.92120460352749
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,505.5878500105263
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,405.9030843120587
134d96275e3893946c3a0e1d59f86b336fe64f6e,47.49241945214675
d4e97da32ccb6987ec074aa48c24ce949c05a78c,444.2645830196537
fa556e489987a0588e9a8edb5327e2bde1679670,79.45820829413361
95c1d266a2524560761df98b376c17604733a6ad,550.420458992714
c11c4303d2632cde64105a35554ecb77a8564260,481.8397737428557
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,455.03494949837307
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,580.2253774637503
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,417.97337142890973
580c34923cbde328e0aef1641dd02033fc862c04,456.0258155737831
156e1fb82056b0f6953c443446eb4dcceed7c03b,60.559776267285365
29d8bf198da9caa59047268faca60207da24d1b7,537.7214777347745
1b3f80a1cd9fff0408e96169fcaf006936b34fed,444.0439084354973
b5932043b62e0c58e16e2cc2c9d5489390e5c895,458.9113804281894
99092cc60948943c59d68d62ed81a75a03059113,487.0436853526279
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,362.9855511180779
dd69fca6f17420dc911016a79e70583ca7ea330d,424.11510024040456
d387995af060965fb9d18973f3dbf4904f071066,428.9154775469361
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,490.2682032655926
543674772357cf9d8a7a8e7dfb89384af80ec30e,476.4381568765137
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,411.5220763352296
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,83.51548696287985
0736d379ea0962e316ce84cce8e883321be36abb,418.8290028225405
98cc842c547c69a0d27776e272fd8b61131b0b37,423.8467670047723
890b7696fa85ca2b3e90b3951efec2135e88d5cf,436.00312741393157
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,633.2803405642056
d84b48f7dc7a6e387e6e985525143589754c5b13,456.72367400826374
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,510.4802875452733
dc4fe9d4124d9278f58f6f999711116a3fe58be7,469.57068901892734
f6624d763619c0898b34dc02adf06f53a1721cd0,448.75582971580803
60b1c12559860e7ad966da4c4db5c78e17278fc0,488.1574568932172
a3f3dcb89101d86171f8bb4f4f57939717cf298a,44.531353010225075
4f365503582b97ea96462d0d36895a5e7f5926df,419.4973143598594
c80869804effb21d50cc8fff3f4c27ba5521240c,405.2333628442282
d0f351638d60e84b890a498d69c9a7961cdcdf36,448.6154998313382
48e8ec135997ff3676648d5c144c3c7150a7bbb1,398.83188432710665
45484014aefd10ea3e4b08fb93e66c251709cca6,447.91577591527516
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,449.7486544354782
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,383.7514559566062
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,600.1584388602753
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,405.2607942066961
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,628.2548956131554
c83c66733c5bd90a59996e473bb69e44f6522976,409.6052114010808
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,54.30317530179557
4c373daf5547a6292c4905696c148ec83f95f083,119.67138395027892
4549620b5459bb28990580f4ca0b4c2adc5b1a68,100.6359961174461
87f89c855f377c5b100ad2986cc6569e31d94a98,540.0327049505975
d0d8601aab147c191ae37365a930c1ed3eb0414b,48.21086243627832
9a25537903e8e7eab1dfb357903d241e24e86fb8,65.69332438443628
eaecf3dd32668664e1dcc2d6c7a69042824806a6,441.75294027214426
d19fa85793fcb8ae3126d10592c9c57d3b32971f,63.218105724829904
c59b370d3aa06b68878c836bceac844953d74972,477.4524683436376
5a6d397150d1a9e9c82e120f92d1e782da34bddb,46.09669114239133
b2128312e70fdb830091aecb6b27d82617e2e226,418.0292604302748
8257941af168c0cc15f28bd596fd922352dae732,392.74042643944125
854ce153823802674f35bbe1ec010b12e9b3a56f,419.44659323443483
27f1db4e266b154f6f7fbef9c225fab472652a7b,415.9490769176261
11b90bed4a05d11169f308370faf81d6e9ca2c4f,434.79560095486147
5c55b7aeae6cb75ec715b4629812175239e45c15,43.7108345674167
1391c7de937e0fea2ad23ebb111e513bf2aca2af,86.7956977747225
e9488c35627294cd8f5a809c0667aef7a3f0d465,50.46100699331553
39c22d725a24b290af887b25175ae0a8d560db4b,45.28805887885952
e001e1d73163c327a4d800697b1b36cd6921f60d,459.9374155238328
b83424ca8973e4b2eebf6eb9e26e842999432d22,390.8261494831231
202da3f471204ad489ebf0c3856437337534112d,41.923254287893556
912d751c54b46c860c5ba61666fc6fc59ca2689d,364.0746240185961
8376d681a277c58f06ab633a06eaa66391126246,80.06161010926286
e114f7b197069bde8e158a0dbeaa022dd0c4e280,439.4058776746816
fa84edf183bd459ea9394d77bdc191683a75ff66,574.0424012017835
76190ff09a736ff83169394b770699b2709c5a27,477.8709933928003
515db15df8581ae72bb8e8358833016adee74e02,470.15988283918796
e2a05053c19e6fba60d0e582e6c7f371728a7106,447.7965185519854
66c14322296ac259374ec98c5c3bb2bd67ba25e9,86.77319295501707
2378556841bc8d5746f2b94d6adefc2db20f9518,540.7736773076081
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,61.107962448689804
796d558152d241567f8a72b535a5e36fe78886f3,439.9347145520452
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,527.3770849364279
3c748fc7a94edb7ac1484373751ffa8574a3281d,434.27486209280715
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,393.2520558014454
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,64.7068913155372
10a1e8808e744c619376bff659f859cd71e8c41d,436.3823564688173
fc959dafc37dde3f173f083486d84ce5c817443f,421.2917362279318
6979d91c0a1903a336c640e14eed100821a0e24d,501.27530120047004
d4e37c4c1235ce014392f6c8ba0436f195b9e459,513.7389306109209
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,131.37080201742526
565a955a60c6073157aa869c0351c626a7171ef3,569.0334336017274
5697c01ee87a008056ebc0993a1028b41a26d251,80.14255301340083
99be797e423b5ae08fe342ea772738f71975df47,631.0233128533396
b579ea83f2d6c15b2c717d16a89827d65f39904b,470.4826749791317
e9373b5c22567bec508f2fa2580e4dc3ff687caa,615.5362310180147
a465af361b68bd536dd8bf61d522b9b21755ab60,498.16977122464675
c8feec2a94d996d03534ce935dec7a034667f107,719.3732756833708
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,479.9756351776258
f4f7888cfe88b7a3b0f3d94749921976353ae82c,468.72299057535776
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,475.35916634519504
2e466f15ac7b80870736fac2d0cf4bd7f362e852,463.04767893757867
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,80.11885350990454
fc83a5c665f70f39b4c7d326118cbf21a898e660,601.0829054300098
c26fbd904781a4f6c37a8f8969778f687c6c1424,74.67101136768477
ced4913c2220be57c54bc9f87bb4f441d5976671,469.80375167354407
880ade460a231d722e8bb0e4d17f3c8f77663d37,414.7044859764847
7c869f5b89ddf3130c87011b6508ee59e32682c5,422.7273469770841
9027f65d4e576928ca59690c280050c53d66506a,660.0214404533452
09eb415bcb9842d207139c8bddf32427a134d51e,534.6812034834343
f8224c83e27f4921df62876f7ff660b1dab3d974,471.5185147690549
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,54.53741094623466
dfec3182aec0997207e0845b072498065ec89aac,652.4130101622433
d653549f6d0ba70e2113b2cc56e9a83e331d2462,564.5296725691187
e95674df974af80342f676ca9e3540aecec2b8dc,480.4736475993987
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,518.820698761612
2b7b15015ab18dc51893827c7e3f01d931a70410,57.20382749785612
22d86e8b43a9412df86ec15ac231b9919e3ec905,440.22464177719905
1c61035799f6afe7f44c1fb68567d7a8945c3943,620.2723734375261
d5ed4b8732b0d7127a64f7e71137d321c56cc198,406.655651487289
63edbbe59337f861a710bee4fe8a691d231f23da,410.6413503208722
f62bf9257782d839d38f84376b79611ed0de655d,78.41611900415843
cf14952b5b09ad1a9497769e3a08da2fd74c6102,62.299109448522145
21b8ef230efbfca6b5f15b36a3243d76ed390967,471.52725293971804
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,381.93839938727143
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,51.09100654388789
3de3c134579726fe4606b7a05f82ce19f00adb09,640.3457696558906
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,426.36067800559886
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,403.61293994578165
520c60d32fd2af8be76abd332859b36d8ae45900,423.12612708417294
6cb6e2310b52c2898e500f81bea938446592568b,503.5185978448191
0193b535914e1c5a445bede11a408bf1709cd3cb,489.0763720174324
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,517.4524968649202
c512a461034cd90a9c5f1a32332b748041cfeba3,62.59151207688094
6f77bbe0fc418131d06d15f50b30073eae680dbb,92.74756579242217
9b378e3937af8e97d4753cdf0c8917306354aaaf,460.91119540327367
1c92f54a5fe563622a0e23cf116461a7e147efd8,526.729622017196
90facc45f7578775e3278aa0bd4fb59dad4d37c1,416.43629061335474
563bd02a1204c85e79026a020ba5af29bce95c12,456.88583096117014
c8062c4cc7e023996bd37b87295f5a2957ddb172,462.94427542670957
ea7cc5987f9cc7f756d501961f64fa5769013823,56.90703888942659
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,573.1465848241937
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,465.0882944512306
1b61f7e184c7040ae4cea725153965e1f7f75308,430.9283870158033
aea68e00d370c2a0cfd02bf868824dec427bf23a,54.56808162311132
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,65.94925002473303
95a9c65324583892b2d1a0c1c5163488f92d4a6d,413.39130959150646
5b7e7632cf766876026d0da6aa7c6df77bc13438,421.0119321561529
a3be14b06b7aef01331da18e7a1678222b563151,57.5319524593596
92b8965cf3fb76d11e5061f26e577c23d212b9c5,114.2180718638261
96fd0462597b8cf21b1e918c1947106cd8359e5d,521.7395887437111
5c1cef937c40bf8c30c119160bedde7ef679454e,602.931979032666
27dce80bee1eadbcd82bc7d09adb063e116870f6,43.56219765299943
271a7e5b703fc3f29f6669415048a760e6355c5b,79.40565747057363
e39fbeab552a4b6492346d821d095c3a0d691555,414.1782601059352
93694c58636eabfe86550e734efb3775ba4d739f,482.5544491315392
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,687.1341442917865
6c05e70130682975c1485a862b6e08b895650671,456.4727352392467
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,400.36401783602594
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,375.0810363142302
283df09083d3c7bec2590f22355c7ba32ec88623,482.8200253922848
40b96e97dc29dfc990656e30c1038e846b6c8ff2,76.07188852573967
ff362d0a648559b9146fb97ee248eb423c3d6a50,47.56535478973076
717ae2ab18e7ba03c4f3af66500ece6580b29b71,54.757739891597524
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,571.088924564513
23131f453efc29c2af9553d307692c60a3add1ae,490.74448657831203
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,434.1297455522803
941646a7d24ee2837d7de90ff0a736bb8f61d68c,389.47875320250506
cd705413010e6e74f3b90ee78dbbd8b767488f0c,42.4913176746142
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,492.90731924781034
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,434.4001582098787
72882a9cffe151d94be90e02ce3967a91b628099,476.6345890472494
cf62916c9829bd3ad05104151eee856d6de7ca1c,590.5653407755503
6b8f4241357e65c0491cc0ef96396f811574134c,437.1449661257025
298806ed4313157d412e860ac3ea8833d6ca6970,50.33099312262552
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,402.4420728742461
4485f973590cff61be5ec78cb3032d5fdf25b809,41.98181186570166
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,434.64306801916365
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,66.76882635226694
8288badec4740382dbf7c33e4095cd4db0021bf7,404.69625485383955
5e139289eb167622f915eea3d1d6e49d15d1c873,514.5402455722747
fc050b2c8fa3446890fe1418332352177dd34506,445.99968828603915
8f309746992f374b4c2ea88f171233a9469ba649,462.0575291099557
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,458.777730841947
145b6344526f9df32f4046c8227282477c51d69f,459.4946785726135
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,485.52387152911484
b23775f4cd460ba687d77b058f2bc46381a0fbfe,459.28154716878385
